Site,Coordinates ,Source for Coordinates,"Decimal Degrees Coordinates (Latitude, Longitude)",Family1,Genus1,species,subspecies,Name as described2,Distribution3 ,Lifeform/Habit4,Original plant part descriptions,Part consumed: Leaf,Part consumed: Fruit,Part consumed: Seed,Part consumed: Flower,Part consumed: Other,Part consumed: Unknown,Source for part consumed,Common name,Source for common name
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Erythroxylaceae,Erythroxylum ,platyclados,*,Erythroxylum platycladum (SIC),"Endemic or Native (Gabriel, 2013)","Shrub, tree",fruit,*,fruit,*,*,*,*,Gabriel (2013),Menahihy ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Fabaceae,Albizia ,spp.,*,Albizia spp.,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,Gabriel (2013),Sambalahy ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Hypericaceae,Harungana ,madagascariensis,*,Harungana madagascariensis,Native Not Endemic,"Shrub, tree",fruit,*,fruit,*,*,*,*,Gabriel (2013),Tambihtse ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Lecythidaceae,Barringtonia ,racemosa,*,Barringtonia racemosa,Native Not Endemic,Tree,fruit,*,fruit,*,*,*,*,Gabriel (2013),"Manandrondro, Manondro, Menandrano ",Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Malvaceae,Grewia ,humblotii,*,Grewia humblotii,Endemic,Tree,?,*,*,*,*,*,?,Gould & Gabriel (2015),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Malvaceae,Grewia ,spp.,*,Grewia spp.,Family or Genus Not Endemic to Malagasy Region,*,fruit,*,fruit,*,*,*,*,Gabriel (2013),Sely; Malimatse ,Gabriel (2013); Millette (2016)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Meliaceae,Melia ,azedarach,*,Melia azedarach,Naturalized,"Shrub, tree",fruit; leaves,leaf,fruit,*,*,*,*,Gabriel (2013),Voandereka; Melia ,Soma (2006); Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Meliaceae,Quivisianthe ,papinae,*,Quivisianthe papinae,Endemic,Tree,?,*,*,*,*,*,?,Gould & Gabriel (2015),Valiandro; Variandro ,Gemmill & Gould (2008); Soma (2006)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Meliaceae,Turraea ,sericea,*,Turraea sericea,Native Not Endemic,"Shrub, tree",fruit,*,fruit,*,*,*,*,Gabriel (2013),"Lafara, Mampisarak ",Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Moraceae,Ficus ,rubra,*,Ficus pyrifolia,*,Tree,?,*,*,*,*,*,?,Gould & Gabriel (2015),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Moraceae,Ficus ,spp.,*,Ficus spp.,Family or Genus Not Endemic to Malagasy Region,*,buds; fruit; leaves,leaf,fruit,*,bud,*,*,Gabriel (2013),"Abado, Carica, Hopy, Nononka ",Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Myrtaceae,Psidium ,cattleyanum,*,Psidium cattleianum (SIC),Naturalized,*,fruit,*,fruit,*,*,*,*,Gabriel (2013),Guava ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Myrtaceae,Psidium ,guajava,*,Psidium guajava,Naturalized,"Shrub, tree",?,*,*,*,*,*,?,Gould & Gabriel (2015),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Passifloraceae,Passiflora ,edulis,*,Passiflora incarnata,Naturalized,"Herb, vine",fruit; leaves,leaf,fruit,*,*,*,*,Gabriel (2013),Passiflora ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Phyllanthaceae,Phyllanthus ,matitanensis,*,Phyllanthus mantsakariva,Endemic,"Liana, shrub",?,*,*,*,*,*,?,Gould & Gabriel (2015),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Rubiaceae,Breonadia ,salicina,*,Adina microcephala,Native Not Endemic,Tree,leaves,leaf,*,*,*,*,*,Gabriel (2013),"Soaravy, Sohihy ",Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Rubiaceae,Gaertnera ,arenaria,*,Gaertnera arenaria,Endemic,"Shrub, tree",buds,*,*,*,bud,*,*,Gabriel (2013),Tanatanala ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Rubiaceae,Saldinia ,littoralis,*,Saldinia littoralis,Endemic,Shrub,?,*,*,*,*,*,?,Gabriel (2013),Voamasandreniolo ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Solanaceae,Capsicum ,spp.,*,Capsicum spp.,Naturalized,*,leaves,leaf,*,*,*,*,*,Gabriel (2013),Sakay ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",Solanaceae,Solanum ,lycopersicum,*,Solanum lycopersicum ,"Not Endemic or Native (Gabriel, 2013)",*,fruit,*,fruit,*,*,*,*,Gabriel (2013),Tomato ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Liana,*,*,flowers; leaves,leaf,*,*,flower,*,*,Gabriel (2013),Kisira ,Gabriel (2013)
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Hidy,*,*,buds; fruit; leaves,leaf,fruit,*,bud,*,*,Gabriel (2013),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Kasoa Mena,*,*,fruit,*,fruit,*,*,*,*,Gabriel (2013),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Komoay,*,*,?,*,*,*,*,*,?,Gabriel (2013),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Mamatsikariva,*,*,fruit,*,fruit,*,*,*,*,Gabriel (2013),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Ombianty,*,*,leaves,leaf,*,*,*,*,*,Gabriel (2013),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Tsara,*,*,leaves,leaf,*,*,*,*,*,Gabriel (2013),*,*
Anja Reserve,"21 51 S, 46 50 E",Gabriel (2013),"-21.85, 46.833333333333336",*,*,*,*,Vahatonara,*,*,?,*,*,*,*,*,?,Gabriel (2013),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Acanthaceae ,Mimulopsis ,sp.,*,Mimilopsis sp. (SIC),Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Acanthaceae,Mimulopsis ,sp.,*,Mimulopsis sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Amaranthaceae,Achyranthes ,aspera,*,Achyranthes aspera,Naturalized,Herb,floral bud; leaf; stem,leaf,*,*,bud,stem,*,Simmen et al. (2006),Tsipotaky/Tsipoteke ,Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Amaranthaceae,Achyranthes ,aspera,*,Achyranthes aspera,Naturalized,Herb,?,*,*,*,*,*,?,Sussman (1974),Tsipotaky/Tsipoteke ,Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Anacardiaceae,Sclerocarya ,birrea,*,Sclerocarya birrea,Native Not Endemic,Tree,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),Sakoa ,Soma (2006)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Anacardiaceae,Sclerocarya  ,birrea,caffra,Poupartia caffra,*,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Combretaceae,Terminalia ,mantaly,*,Terminalia mantaly ,Endemic,Tree,leaf; floral bud; sap,leaf,*,*,bud,sap/exudate,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Combretaceae,Terminalia ,mantaly,*,Terminalia mantaly,Endemic,Tree,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Euphorbiaceae,Alchornea ,sp.,*,Alchornea sp.,Family or Genus Not Endemic to Malagasy Region,*,floral bud; leaf ,leaf,*,*,bud,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Euphorbiaceae,Alchornea ,sp.,*,Alchornea sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Fabaceae,Acacia ,sp.,*,Acacia sp.,Not Endemic,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Fabaceae,Acacia ,sp.,*,Acacia sp.,Not Endemic,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Fabaceae,Senegalia ,rovumae,*,Acacia rovumae,Native Not Endemic,"Shrub, tree",leaf; sap,leaf,*,*,*,sap/exudate,*,Simmen et al. (2006),Benono ,Soma (2006)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Fabaceae,Senegalia ,rovumae,*,Acacia rovumae,Native Not Endemic,"Shrub, tree",?,*,*,*,*,*,?,Sussman (1974),Benono ,Soma (2006)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,leaf; ripe fruit pulp/seed; stem; wood; sap,leaf,fruit (ripe),fruit (pulp with seed),*,stem; wood; sap/exudate,*,Simmen et al. (2006),Kily ,Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,?,*,*,*,*,*,?,Sussman (1974),Kily ,Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Lamiaceae,Vitex ,beraviensis,*,Vitex beravensis (SIC),Endemic,Tree,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Lamiaceae,Vitex ,beraviensis,*,Vitex beraviensis ,Endemic,Tree,ripe fruit pulp/seed,*,fruit (ripe),fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Malvaceae,Grewia ,sp.,*,Grevia sp. (SIC),Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),Sely; Malimatse ,Gabriel (2013); Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Malvaceae,Grewia ,sp.,*,Grewia sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf; stem; floral bulb,leaf,*,*,bulb,stem,*,Simmen et al. (2006),Sely; Malimatse,Gabriel (2013); Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Meliaceae,Quivisianthe ,papinae,*,Quivisianthe papinae,Endemic,Tree,flower; young leaf/leaf bud,leaf (immature),*,*,flower,*,*,Simmen et al. (2006),Valiandro; Variandro,Gemmill & Gould (2008); Soma (2006)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Meliaceae,Quivisianthe ,papinae,*,Quisivianthe papinae ,Endemic,Tree,?,*,*,*,*,*,?,Sussman (1974),Valiandro; Variandro ,Gemmill & Gould (2008); Soma (2006)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Moraceae,Ficus ,politoria,*,Ficus soroceoides,Endemic,"Shrub, tree",?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Moraceae,Ficus ,sp.,*,Ficus sp.,Family or Genus Not Endemic to Malagasy Region,*,ripe fruit pulp/seed; leaf,leaf,fruit (ripe) ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),"Abado, Carica, Hopy, Nononka ",Gabriel (2013)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Moraceae,Ficus ,sp.,*,Ficus sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),"Abado, Carica, Hopy, Nononka ",Gabriel (2013)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Moraceae,Ficus ,sycomorus,*,Ficus sycomorus,*,Tree,ripe fruit pulp/seed,*,fruit (ripe) ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),Adabo ,Soma (2006)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Moraceae,Ficus ,sycomorus,*,Ficus cocculifolia,*,Tree,?,*,*,*,*,*,?,Sussman (1974),Adabo,Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Nyctaginaceae,Commicarpus ,plumbagineus,*,Commicarpus commersonii,*,Vine,leaf; stem,leaf,*,*,*,stem,*,Simmen et al. (2006),Bea; Beamena ,Yamashita et al. (2015); Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Nyctaginaceae,Commicarpus ,plumbagineus,*,Commicarpus commersonii,*,Vine,?,*,*,*,*,*,?,Sussman (1974),Bea; Beamena ,Yamashita et al. (2015); Millette (2016)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Passifloraceae,Adenia ,sp.,*,Adenia sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Passifloraceae,Adenia ,sp.,*,Adenia sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Rubiaceae,Paederia ,grandidieri,*,Paederia grandidieri,Endemic,Liana,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Rubiaceae,Paederia ,sp.,*,Paederia sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Rubiaceae,Paederia ,sp.,*,Paederia sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Salicaceae,Flacourtia ,ramontchi,*,Flacourtia ramontchi,Native Not Endemic,"Shrub, tree",ripe fruit pulp/seed; leaf ,leaf,fruit (ripe),fruit (pulp with seed),*,*,*,Simmen et al. (2006),Possibly Hily 1 ,Razafindramanana (2011)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",Salicaceae,Flacourtia ,ramontchi,*,Flacourtia ramontchi,Native Not Endemic,"Shrub, tree",?,*,*,*,*,*,?,Sussman (1974),Possibly Hily 1 ,Razafindramanana (2011)
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",*,*,*,*,Unidentified plant,*,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Antserananomby,"21.7 S, 44.1 E",Kelley et al. (2007),"-21.116666666666667, 44.016666666666666",*,*,*,*,Unidentified plant,*,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Acanthaceae ,Ruellia ,anaticollis,*,Ruellia anaticollis,Endemic,Shrub,young leaf/leaf bud; mature leaf,leaf (immature and mature),*,*,*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Acanthaceae,Thunbergia ,convolvulifolia,*,Thunbergia convolvulifolia,Endemic,Liana,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Aizoaceae,*,*,*,*,*,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Amaranthaceae,Achyranthes ,aspera,*,Achyranthes aspera,Naturalized,Herb,floral bud; leaf; stem,leaf,*,*,bud,stem,*,Simmen et al. (2006),Tsipotaky/Tsipoteke ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Amaranthaceae,Achyranthes ,aspera,*,Achyranthes aspera,Naturalized,Herb,?,*,*,*,*,*,?,Sussman (1974),Tsipotaky/Tsipoteke ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Amaranthaceae,Aerva ,javanica,*,Aerva javanica,*,Shrub,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Mangifera ,indica,*,Mangifera indica,Not Endemic to Malagasy Region,*,ripe fruit pulp/seed,*,fruit (ripe) ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),Mangy; Mango ,Soma (2006); Gabriel (2013)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Mangifera ,indica,*,Mangifera indica,Not Endemic to Malagasy Region,*,ripe fallen fruit; [skn? - not in key],*,fruit (ripe),*,*,*,[skn?],Soma (2006),Mangy; Mango ,Soma (2006); Gabriel (2013)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Mangifera ,indica,*,Mangifera indica,Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),Mangy; Mango ,Soma (2006); Gabriel (2013)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Operculicarya ,decaryi,*,Operculicarya cf. decaryi,Endemic,"Shrub, tree",unripe fruit,*,fruit (unripe),*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Sclerocarya ,birrea,*,Sclerocarya birrea,Native Not Endemic,Tree,flower; young leaf/leaf bud; mature leaf; ripe fruit pulp/seed,leaf (immature and mature),fruit (ripe)  ,fruit (pulp with seed),flower,*,*,Simmen et al. (2003),Sakoa,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Sclerocarya ,birrea,*,Sclerocarya birrea,Native Not Endemic,Tree,flower; floral bud; young leaf/leaf bud; mature leaf; ripe fruit pulp/seed,leaf (immature  and mature),fruit (ripe) ,fruit (pulp with seed),flower; bud,*,*,Simmen et al. (2006),Sakoa ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Anacardiaceae,Sclerocarya ,birrea,*,Sclerocarya birrea,Native Not Endemic,Tree,ripe fruit,*,fruit (ripe),*,*,*,*,Soma (2006),Sakoa ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Annonaceae,Annona ,sp.,*,Annona sp.,Naturalized,*,ripe fruit pulp/seed,*,fruit (ripe)  ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Annonaceae,Annona ,sp.,*,Annona sp.,Naturalized,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Apocynaceae,Pentopetia ,grevei,*,Gonocrypta grevei,Endemic,Liana,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),Kompitse ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Apocynaceae,Pentopetia ,androsaemifolia,*,Pentopetia androsaemifolia,Native Not Endemic,Liana,leaf; mature leaf; stem,leaf; leaf (mature),*,*,*,stem,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Apocynaceae,Secamone ,uncinata,*,Secamone uncinata,Endemic,Shrub,leaf ,leaf,*,*,*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Apocynaceae,Tabernaemontana ,coffeoides,*,Hazunta modesta,Native Not Endemic,"Shrub, tree",young leaf; mature leaf,leaf (immature and mature),*,*,*,*,*,Soma (2006),Feka ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Aristolochiaceae,Hydnora ,esculenta,*,Hydnora esculenta,Endemic,"Herb, parasite",ripe fruit pulp/seed probably consumed,*,fruit (ripe)  ,fruit (pulp with seed),*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Asparagaceae,Agave ,angustifolia,*,Agave angustifolia,*,*,stem; floral bud ,*,*,*,bud,stem,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Asparagaceae,Agave ,sisalana,*,Agave sisalana,*,*,succulent leaves,leaf (succulent),*,*,*,*,*,Ellwanger & Gould (2011),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Asparagaceae,Agave ,sisalana,*,Agave sisalana,*,*,pulp,*,fruit,*,*,*,*,Gould et al. (2011; 2015),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Asparagaceae,Agave ,sisalana,*,Agave sisalana,*,*,?,*,*,*,*,*,?,Pinkus et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Asparagaceae,Agave ,sisalana,*,Agave sisalana,*,*,stem; floral bud,*,*,*,bud,stem,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Asparagaceae,Sansevieria ,sp.,*,Sansevieria sp.,Family or Genus Not Endemic to Malagasy Region,*,ripe fruit pulp/seed,*,fruit (ripe)  ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
